NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE
WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,WP_HEPATITIS_C_AND_HEPATOCELLULAR_CARCINOMA,,49,0.35255298,1.3464017,0.097165994,0.3029769,1,2009,"tags=27%, list=10%, signal=29%"
GALLUZZI_PERMEABILIZE_MITOCHONDRIA,GALLUZZI_PERMEABILIZE_MITOCHONDRIA,,41,0.36241144,1.3460904,0.10364683,0.30302888,1,5260,"tags=54%, list=26%, signal=72%"
DER_IFN_ALPHA_RESPONSE_UP,DER_IFN_ALPHA_RESPONSE_UP,,74,0.46433368,1.3457257,0.2,0.30319503,1,4465,"tags=55%, list=22%, signal=71%"
WP_PROGERIA_ASSOCIATED_LIPODYSTROPHY,WP_PROGERIA_ASSOCIATED_LIPODYSTROPHY,,22,0.42499545,1.344702,0.11764706,0.30429944,1,1046,"tags=27%, list=5%, signal=29%"
WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE,WP_ATM_SIGNALING_IN_DEVELOPMENT_AND_DISEASE,,45,0.4033843,1.3444475,0.15116279,0.30431452,1,3815,"tags=38%, list=19%, signal=46%"
REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN,REACTOME_REGULATION_OF_GLUCOKINASE_BY_GLUCOKINASE_REGULATORY_PROTEIN,,32,0.4786162,1.3442892,0.18679245,0.304186,1,5134,"tags=53%, list=25%, signal=71%"
KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,KEGG_MEDICUS_PATHOGEN_SALMONELLA_SIFA_TO_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,,25,0.46466306,1.344042,0.12601626,0.30421537,1,1070,"tags=24%, list=5%, signal=25%"
REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,REACTOME_PRE_NOTCH_EXPRESSION_AND_PROCESSING,,104,0.39640576,1.3437469,0.188,0.30426162,1,3731,"tags=46%, list=18%, signal=56%"
OUYANG_PROSTATE_CANCER_PROGRESSION_DN,OUYANG_PROSTATE_CANCER_PROGRESSION_DN,,20,0.38556823,1.3436573,0.10865191,0.30405143,1,2356,"tags=35%, list=11%, signal=39%"
YANG_BCL3_TARGETS_UP,YANG_BCL3_TARGETS_UP,,331,0.303192,1.3435907,0.08300395,0.30379617,1,2644,"tags=28%, list=13%, signal=31%"
KEGG_OTHER_GLYCAN_DEGRADATION,KEGG_OTHER_GLYCAN_DEGRADATION,,16,0.51320785,1.3435854,0.15717092,0.3034692,1,6467,"tags=63%, list=31%, signal=91%"
FARMER_BREAST_CANCER_CLUSTER_5,FARMER_BREAST_CANCER_CLUSTER_5,,19,0.6693224,1.3431044,0.20990099,0.30379382,1,6459,"tags=95%, list=31%, signal=138%"
BRUINS_UVC_RESPONSE_MIDDLE,BRUINS_UVC_RESPONSE_MIDDLE,,97,0.32510644,1.3430007,0.08282828,0.30361506,1,3740,"tags=35%, list=18%, signal=43%"
LAU_APOPTOSIS_CDKN2A_UP,LAU_APOPTOSIS_CDKN2A_UP,,55,0.35875264,1.3428848,0.105065666,0.30345213,1,2563,"tags=29%, list=12%, signal=33%"
REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC,REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC,,21,0.4555976,1.3428675,0.13141684,0.30313784,1,4671,"tags=48%, list=23%, signal=62%"
CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN,CEBALLOS_TARGETS_OF_TP53_AND_MYC_DN,,33,0.37584203,1.3426657,0.08064516,0.30309984,1,2686,"tags=33%, list=13%, signal=38%"
BIOCARTA_ARAP_PATHWAY,BIOCARTA_ARAP_PATHWAY,,17,0.4515851,1.3418186,0.13963039,0.30387482,1,2966,"tags=29%, list=14%, signal=34%"
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX,,53,0.39137518,1.3417428,0.146,0.30364797,1,3924,"tags=34%, list=19%, signal=42%"
BROWN_MYELOID_CELL_DEVELOPMENT_DN,BROWN_MYELOID_CELL_DEVELOPMENT_DN,,132,0.33063784,1.340861,0.120229006,0.30454955,1,5407,"tags=43%, list=26%, signal=58%"
NABA_MATRISOME_METASTATIC_COLORECTAL_LIVER_METASTASIS,NABA_MATRISOME_METASTATIC_COLORECTAL_LIVER_METASTASIS,,29,0.5063432,1.3405925,0.20289855,0.30458733,1,4696,"tags=55%, list=23%, signal=71%"
JOHNSTONE_PARVB_TARGETS_2_UP,JOHNSTONE_PARVB_TARGETS_2_UP,,140,0.3581549,1.3387337,0.14285715,0.30680653,1,3827,"tags=39%, list=19%, signal=47%"
KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_DN,KOKKINAKIS_METHIONINE_DEPRIVATION_48HR_DN,,61,0.321456,1.3384098,0.09128631,0.3068838,1,2906,"tags=33%, list=14%, signal=38%"
KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,KEGG_MEDICUS_REFERENCE_ELECTRON_TRANSFER_IN_COMPLEX_I,,38,0.61621237,1.3379909,0.23214285,0.30712482,1,6432,"tags=76%, list=31%, signal=111%"
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP,CHIARADONNA_NEOPLASTIC_TRANSFORMATION_KRAS_CDC25_UP,,58,0.3912987,1.3377723,0.14285715,0.30709842,1,4195,"tags=41%, list=20%, signal=52%"
LEE_AGING_MUSCLE_DN,LEE_AGING_MUSCLE_DN,,40,0.39550442,1.3377545,0.12857144,0.30678684,1,4350,"tags=35%, list=21%, signal=44%"
MELLMAN_TUT1_TARGETS_UP,MELLMAN_TUT1_TARGETS_UP,,20,0.42965654,1.3366333,0.12778905,0.30803293,1,3220,"tags=35%, list=16%, signal=41%"
KENNY_CTNNB1_TARGETS_UP,KENNY_CTNNB1_TARGETS_UP,,50,0.35410142,1.3362489,0.12810707,0.30823898,1,1044,"tags=20%, list=5%, signal=21%"
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,,17,0.46431348,1.3338122,0.15637065,0.31140184,1,2227,"tags=41%, list=11%, signal=46%"
WP_PHOTODYNAMIC_THERAPY_INDUCED_UNFOLDED_PROTEIN_RESPONSE,WP_PHOTODYNAMIC_THERAPY_INDUCED_UNFOLDED_PROTEIN_RESPONSE,,27,0.46481782,1.3327948,0.17979798,0.31246722,1,5260,"tags=56%, list=26%, signal=75%"
REACTOME_RECYCLING_PATHWAY_OF_L1,REACTOME_RECYCLING_PATHWAY_OF_L1,,48,0.3768582,1.3323284,0.11176471,0.31274158,1,3454,"tags=38%, list=17%, signal=45%"
REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,,16,0.5055479,1.3319495,0.15983607,0.31300145,1,4976,"tags=50%, list=24%, signal=66%"
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE,,82,0.37216228,1.3316638,0.15541922,0.31307027,1,4753,"tags=41%, list=23%, signal=54%"
REACTOME_GLUCOSE_METABOLISM,REACTOME_GLUCOSE_METABOLISM,,93,0.3820466,1.3315909,0.12815127,0.31283888,1,5161,"tags=44%, list=25%, signal=59%"
GALE_APL_WITH_FLT3_MUTATED_DN,GALE_APL_WITH_FLT3_MUTATED_DN,,16,0.57194144,1.3314314,0.16563147,0.3127113,1,5156,"tags=56%, list=25%, signal=75%"
REACTOME_MAPK6_MAPK4_SIGNALING,REACTOME_MAPK6_MAPK4_SIGNALING,,91,0.3651176,1.33024,0.18026565,0.31400946,1,5254,"tags=56%, list=26%, signal=75%"
MEISSNER_ES_ICP_WITH_H3K4ME3,MEISSNER_ES_ICP_WITH_H3K4ME3,,32,0.40118018,1.3296816,0.15833333,0.31442702,1,4801,"tags=44%, list=23%, signal=57%"
APPIERTO_RESPONSE_TO_FENRETINIDE_UP,APPIERTO_RESPONSE_TO_FENRETINIDE_UP,,38,0.35964456,1.3296083,0.094420604,0.31418023,1,2564,"tags=26%, list=12%, signal=30%"
VERRECCHIA_RESPONSE_TO_TGFB1_C2,VERRECCHIA_RESPONSE_TO_TGFB1_C2,,21,0.5506573,1.3287014,0.198364,0.31507164,1,3676,"tags=57%, list=18%, signal=70%"
HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_UP,HOLLEMAN_PREDNISOLONE_RESISTANCE_B_ALL_UP,,22,0.44601703,1.3286396,0.14814815,0.31482434,1,3406,"tags=32%, list=17%, signal=38%"
KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,KEGG_MEDICUS_REFERENCE_ARL8_REGULATED_MICROTUBULE_PLUS_END_DIRECTED_TRANSPORT,,35,0.4380435,1.3277247,0.15182187,0.31579018,1,3696,"tags=34%, list=18%, signal=42%"
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_TDP43_TO_ELECTRON_TRANSFER_IN_COMPLEX_I,,39,0.6016132,1.3261787,0.23517786,0.31766495,1,6432,"tags=74%, list=31%, signal=108%"
REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,,30,0.3760765,1.3260382,0.1283525,0.31751242,1,2237,"tags=30%, list=11%, signal=34%"
WP_ONE_CARBON_METABOLISM,WP_ONE_CARBON_METABOLISM,,29,0.37983897,1.3257692,0.10891089,0.3175579,1,2164,"tags=28%, list=11%, signal=31%"
KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT,KEGG_MEDICUS_VARIANT_MUTATION_CAUSED_ABERRANT_DCTN1_TO_RETROGRADE_AXONAL_TRANSPORT,,18,0.51360595,1.3254539,0.17043121,0.31766093,1,1070,"tags=28%, list=5%, signal=29%"
REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,,19,0.48568258,1.3254368,0.18473895,0.3173511,1,5835,"tags=74%, list=28%, signal=103%"
SMITH_TERT_TARGETS_UP,SMITH_TERT_TARGETS_UP,,144,0.3094569,1.324103,0.118367344,0.31885943,1,3616,"tags=32%, list=18%, signal=39%"
REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,REACTOME_CELLULAR_RESPONSE_TO_HEAT_STRESS,,101,0.355932,1.3232614,0.14609054,0.3197296,1,4753,"tags=41%, list=23%, signal=53%"
REACTOME_CHROMATIN_MODIFYING_ENZYMES,REACTOME_CHROMATIN_MODIFYING_ENZYMES,,268,0.35427195,1.3229594,0.15226337,0.3198643,1,5770,"tags=51%, list=28%, signal=70%"
JACKSON_DNMT1_TARGETS_DN,JACKSON_DNMT1_TARGETS_DN,,21,0.43012488,1.3229187,0.12909836,0.31958887,1,2591,"tags=33%, list=13%, signal=38%"
HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_UP,HOLLEMAN_PREDNISOLONE_RESISTANCE_ALL_UP,,20,0.409706,1.322775,0.13219616,0.3194444,1,5478,"tags=45%, list=27%, signal=61%"
SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE,SHAFFER_IRF4_TARGETS_IN_MYELOMA_VS_MATURE_B_LYMPHOCYTE,,101,0.35799718,1.3221279,0.1493776,0.3200255,1,4350,"tags=44%, list=21%, signal=55%"
REACTOME_GLYCOSPHINGOLIPID_CATABOLISM,REACTOME_GLYCOSPHINGOLIPID_CATABOLISM,,39,0.40835902,1.3216538,0.138833,0.3203638,1,6903,"tags=56%, list=34%, signal=85%"
SANA_RESPONSE_TO_IFNG_DN,SANA_RESPONSE_TO_IFNG_DN,,86,0.36823457,1.321586,0.14375,0.32013005,1,1844,"tags=24%, list=9%, signal=27%"
WP_ID_SIGNALING_PATHWAY,WP_ID_SIGNALING_PATHWAY,,16,0.4610901,1.3205448,0.15568863,0.3213154,1,3512,"tags=38%, list=17%, signal=45%"
KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY,KEGG_MEDICUS_PATHOGEN_ESCHERICHIA_ESPG_TO_MICROTUBULE_RHOA_SIGNALING_PATHWAY,,17,0.5158131,1.3199687,0.16565657,0.32184884,1,1070,"tags=29%, list=5%, signal=31%"
MEISSNER_NPC_ICP_WITH_H3K4ME3,MEISSNER_NPC_ICP_WITH_H3K4ME3,,19,0.45510334,1.3196073,0.14902808,0.32205814,1,5536,"tags=53%, list=27%, signal=72%"
REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,REACTOME_CONVERSION_FROM_APC_C_CDC20_TO_APC_C_CDH1_IN_LATE_ANAPHASE,,20,0.45108125,1.3190284,0.17755102,0.32257348,1,1412,"tags=25%, list=7%, signal=27%"
ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE,ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE,,64,0.6216609,1.3188447,0.2755102,0.3225075,1,4593,"tags=67%, list=22%, signal=86%"
KASLER_HDAC7_TARGETS_1_UP,KASLER_HDAC7_TARGETS_1_UP,,191,0.30709925,1.3188363,0.11958763,0.32218114,1,3660,"tags=31%, list=18%, signal=38%"
HESS_TARGETS_OF_HOXA9_AND_MEIS1_UP,HESS_TARGETS_OF_HOXA9_AND_MEIS1_UP,,69,0.36100054,1.3181592,0.14227642,0.32277608,1,5647,"tags=52%, list=28%, signal=72%"
HWANG_PROSTATE_CANCER_MARKERS,HWANG_PROSTATE_CANCER_MARKERS,,28,0.40557644,1.3175101,0.1301653,0.3233589,1,2627,"tags=32%, list=13%, signal=37%"
BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN,BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN,,52,0.3687456,1.3165126,0.13114753,0.32446966,1,3827,"tags=37%, list=19%, signal=45%"
REACTOME_PERK_REGULATES_GENE_EXPRESSION,REACTOME_PERK_REGULATES_GENE_EXPRESSION,,32,0.41331214,1.3151908,0.17322835,0.32606053,1,5246,"tags=47%, list=26%, signal=63%"
JIANG_AGING_CEREBRAL_CORTEX_DN,JIANG_AGING_CEREBRAL_CORTEX_DN,,49,0.35841057,1.3134241,0.13535354,0.32828242,1,3059,"tags=33%, list=15%, signal=38%"
SEIDEN_MET_SIGNALING,SEIDEN_MET_SIGNALING,,20,0.53392655,1.3124006,0.21965317,0.32938302,1,3547,"tags=50%, list=17%, signal=60%"
TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP,TARTE_PLASMA_CELL_VS_B_LYMPHOCYTE_UP,,78,0.4066597,1.3112609,0.18448637,0.33069482,1,3685,"tags=41%, list=18%, signal=50%"
CHEN_ETV5_TARGETS_TESTIS,CHEN_ETV5_TARGETS_TESTIS,,25,0.4856597,1.310521,0.208,0.33142957,1,1871,"tags=32%, list=9%, signal=35%"
KEGG_RNA_DEGRADATION,KEGG_RNA_DEGRADATION,,57,0.4103568,1.3101815,0.16302186,0.33156693,1,5284,"tags=47%, list=26%, signal=64%"
KARLSSON_TGFB1_TARGETS_UP,KARLSSON_TGFB1_TARGETS_UP,,123,0.37645933,1.3090504,0.19488189,0.33288997,1,4350,"tags=37%, list=21%, signal=47%"
KIM_WT1_TARGETS_12HR_DN,KIM_WT1_TARGETS_12HR_DN,,212,0.29194146,1.3089343,0.100603625,0.33273765,1,3588,"tags=32%, list=17%, signal=38%"
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,,96,0.33198833,1.3086365,0.17850287,0.33278033,1,4761,"tags=50%, list=23%, signal=65%"
REACTOME_SIGNALLING_TO_RAS,REACTOME_SIGNALLING_TO_RAS,,20,0.40901116,1.3085889,0.12695312,0.33250457,1,4114,"tags=45%, list=20%, signal=56%"
TERAMOTO_OPN_TARGETS_CLUSTER_4,TERAMOTO_OPN_TARGETS_CLUSTER_4,,15,0.45939952,1.3079176,0.16985138,0.33313963,1,3159,"tags=33%, list=15%, signal=39%"
REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,,64,0.4791307,1.3078948,0.22424242,0.33283153,1,3460,"tags=39%, list=17%, signal=47%"
WILCOX_RESPONSE_TO_PROGESTERONE_UP,WILCOX_RESPONSE_TO_PROGESTERONE_UP,,151,0.36052665,1.3069549,0.18106996,0.33384848,1,2881,"tags=32%, list=14%, signal=37%"
ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM,ZHONG_SECRETOME_OF_LUNG_CANCER_AND_ENDOTHELIUM,,67,0.36498496,1.3062724,0.13513513,0.33449423,1,3537,"tags=36%, list=17%, signal=43%"
CHIARETTI_T_ALL_RELAPSE_PROGNOSIS,CHIARETTI_T_ALL_RELAPSE_PROGNOSIS,,19,0.46448267,1.3060232,0.18490566,0.33451864,1,655,"tags=37%, list=3%, signal=38%"
MAYBURD_RESPONSE_TO_L663536_DN,MAYBURD_RESPONSE_TO_L663536_DN,,55,0.41277075,1.3059678,0.19428572,0.3342433,1,4908,"tags=47%, list=24%, signal=62%"
NEMETH_INFLAMMATORY_RESPONSE_LPS_DN,NEMETH_INFLAMMATORY_RESPONSE_LPS_DN,,30,0.38974896,1.3058609,0.15195072,0.33405486,1,2121,"tags=33%, list=10%, signal=37%"
MODY_HIPPOCAMPUS_PRENATAL,MODY_HIPPOCAMPUS_PRENATAL,,45,0.45525318,1.3049016,0.23076923,0.33510143,1,4029,"tags=40%, list=20%, signal=50%"
BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX,BOWIE_RESPONSE_TO_EXTRACELLULAR_MATRIX,,17,0.6415345,1.3046494,0.2581262,0.3351161,1,3998,"tags=88%, list=19%, signal=109%"
REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,,17,0.4511079,1.3045686,0.16831683,0.33489066,1,2492,"tags=47%, list=12%, signal=54%"
LIN_APC_TARGETS,LIN_APC_TARGETS,,71,0.408795,1.3039535,0.19222903,0.33544517,1,3255,"tags=35%, list=16%, signal=42%"
QI_PLASMACYTOMA_DN,QI_PLASMACYTOMA_DN,,98,0.32060844,1.3034697,0.14137214,0.33578235,1,3196,"tags=33%, list=16%, signal=38%"
CAIRO_PML_TARGETS_BOUND_BY_MYC_UP,CAIRO_PML_TARGETS_BOUND_BY_MYC_UP,,22,0.46513087,1.3026093,0.19961241,0.3366568,1,3328,"tags=41%, list=16%, signal=49%"
SERVITJA_LIVER_HNF1A_TARGETS_UP,SERVITJA_LIVER_HNF1A_TARGETS_UP,,136,0.3270655,1.3020867,0.10021322,0.3370386,1,399,"tags=16%, list=2%, signal=16%"
REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,,49,0.37786677,1.3019798,0.17118998,0.33683854,1,3672,"tags=39%, list=18%, signal=47%"
DER_IFN_BETA_RESPONSE_UP,DER_IFN_BETA_RESPONSE_UP,,103,0.39904436,1.3009329,0.21333334,0.3380262,1,4892,"tags=50%, list=24%, signal=65%"
HELLER_HDAC_TARGETS_DN,HELLER_HDAC_TARGETS_DN,,290,0.30498916,1.3001559,0.12578617,0.33883938,1,3048,"tags=28%, list=15%, signal=33%"
LEE_CALORIE_RESTRICTION_NEOCORTEX_UP,LEE_CALORIE_RESTRICTION_NEOCORTEX_UP,,68,0.32273892,1.2994624,0.09756097,0.33954948,1,4463,"tags=41%, list=22%, signal=52%"
WEIGEL_OXIDATIVE_STRESS_RESPONSE,WEIGEL_OXIDATIVE_STRESS_RESPONSE,,33,0.37747213,1.2982268,0.11434511,0.34101385,1,4687,"tags=45%, list=23%, signal=59%"
BIOCARTA_STATHMIN_PATHWAY,BIOCARTA_STATHMIN_PATHWAY,,20,0.4875528,1.297586,0.2084942,0.34158143,1,5773,"tags=55%, list=28%, signal=76%"
REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,,31,0.46990752,1.2971725,0.1954023,0.341853,1,4756,"tags=45%, list=23%, signal=59%"
KEGG_ONE_CARBON_POOL_BY_FOLATE,KEGG_ONE_CARBON_POOL_BY_FOLATE,,17,0.42721748,1.2968445,0.15127702,0.3420023,1,1174,"tags=24%, list=6%, signal=25%"
CROMER_TUMORIGENESIS_UP,CROMER_TUMORIGENESIS_UP,,58,0.4400782,1.296055,0.22494887,0.34284028,1,3727,"tags=41%, list=18%, signal=50%"
REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,REACTOME_ANTIGEN_PRESENTATION_FOLDING_ASSEMBLY_AND_PEPTIDE_LOADING_OF_CLASS_I_MHC,,29,0.49924654,1.2951647,0.21862349,0.3438537,1,5165,"tags=62%, list=25%, signal=83%"
XU_GH1_AUTOCRINE_TARGETS_DN,XU_GH1_AUTOCRINE_TARGETS_DN,,129,0.31591392,1.2935483,0.1242485,0.34588683,1,4228,"tags=32%, list=21%, signal=40%"
WP_OXIDATIVE_PHOSPHORYLATION,WP_OXIDATIVE_PHOSPHORYLATION,,52,0.5463091,1.293269,0.25882354,0.34595755,1,6432,"tags=63%, list=31%, signal=92%"
RIZKI_TUMOR_INVASIVENESS_3D_DN,RIZKI_TUMOR_INVASIVENESS_3D_DN,,261,0.2744333,1.2931465,0.07185629,0.34578642,1,2235,"tags=20%, list=11%, signal=22%"
GAZIN_EPIGENETIC_SILENCING_BY_KRAS,GAZIN_EPIGENETIC_SILENCING_BY_KRAS,,25,0.40934145,1.2931396,0.17159763,0.3454477,1,2058,"tags=24%, list=10%, signal=27%"
PID_HIF1A_PATHWAY,PID_HIF1A_PATHWAY,,19,0.42906457,1.2928813,0.14439656,0.34550613,1,3903,"tags=47%, list=19%, signal=58%"
APPIERTO_RESPONSE_TO_FENRETINIDE_DN,APPIERTO_RESPONSE_TO_FENRETINIDE_DN,,50,0.37301213,1.2925997,0.16895874,0.34561744,1,3236,"tags=38%, list=16%, signal=45%"
FARMER_BREAST_CANCER_CLUSTER_4,FARMER_BREAST_CANCER_CLUSTER_4,,19,0.6692212,1.2905223,0.26774848,0.348399,1,1823,"tags=53%, list=9%, signal=58%"
WU_HBX_TARGETS_1_UP,WU_HBX_TARGETS_1_UP,,15,0.46237403,1.2886904,0.16498993,0.3507986,1,2850,"tags=47%, list=14%, signal=54%"
PID_ARF6_DOWNSTREAM_PATHWAY,PID_ARF6_DOWNSTREAM_PATHWAY,,15,0.43598044,1.288312,0.15904573,0.3510156,1,2824,"tags=47%, list=14%, signal=54%"
KRASNOSELSKAYA_ILF3_TARGETS_DN,KRASNOSELSKAYA_ILF3_TARGETS_DN,,46,0.33508435,1.2863714,0.14693877,0.35347536,1,3263,"tags=35%, list=16%, signal=41%"
NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON,NIKOLSKY_BREAST_CANCER_17Q11_Q21_AMPLICON,,129,0.43278727,1.2862053,0.23678647,0.35339028,1,6397,"tags=50%, list=31%, signal=73%"
CHANG_POU5F1_TARGETS_UP,CHANG_POU5F1_TARGETS_UP,,15,0.4646276,1.2859077,0.2192623,0.3534917,1,2661,"tags=53%, list=13%, signal=61%"
HOLLMANN_APOPTOSIS_VIA_CD40_DN,HOLLMANN_APOPTOSIS_VIA_CD40_DN,,261,0.28479692,1.2858244,0.114503816,0.3532798,1,4639,"tags=36%, list=23%, signal=46%"
URS_ADIPOCYTE_DIFFERENTIATION_DN,URS_ADIPOCYTE_DIFFERENTIATION_DN,,30,0.4426605,1.2857707,0.20491803,0.3530194,1,2591,"tags=37%, list=13%, signal=42%"
KEGG_LYSOSOME,KEGG_LYSOSOME,,121,0.38465703,1.2856542,0.17741935,0.35284558,1,7040,"tags=48%, list=34%, signal=73%"
BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,BILANGES_RAPAMYCIN_SENSITIVE_VIA_TSC1_AND_TSC2,,69,0.39789656,1.284819,0.21703854,0.35373136,1,3757,"tags=30%, list=18%, signal=37%"
WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,WP_METABOLIC_REPROGRAMMING_IN_COLON_CANCER,,42,0.4509779,1.2845399,0.22717622,0.35379034,1,4405,"tags=40%, list=21%, signal=51%"
REACTOME_SUMOYLATION,REACTOME_SUMOYLATION,,188,0.32846057,1.2842216,0.16898608,0.35389882,1,5339,"tags=47%, list=26%, signal=63%"
KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES,KEGG_MEDICUS_REFERENCE_ACTIVATION_OF_PRC2.2_BY_UBIQUITINATION_OF_H2AK119_IN_GERMLINE_GENES,,27,0.4253288,1.2830063,0.19526628,0.35533023,1,5835,"tags=63%, list=28%, signal=88%"
REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,REACTOME_INTERFERON_ALPHA_BETA_SIGNALING,,78,0.4397535,1.2822798,0.26981133,0.35605446,1,5156,"tags=51%, list=25%, signal=68%"
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,,20,0.47253177,1.2819031,0.17764471,0.3562631,1,1070,"tags=25%, list=5%, signal=26%"
KYNG_WERNER_SYNDROM_AND_NORMAL_AGING_DN,KYNG_WERNER_SYNDROM_AND_NORMAL_AGING_DN,,184,0.26982206,1.2812309,0.08982036,0.35693634,1,3602,"tags=29%, list=18%, signal=35%"
JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP,JOSEPH_RESPONSE_TO_SODIUM_BUTYRATE_UP,,31,0.43222103,1.2807345,0.19839679,0.35729423,1,3850,"tags=45%, list=19%, signal=56%"
REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,,292,0.29707268,1.2805706,0.14011516,0.3571946,1,4247,"tags=32%, list=21%, signal=39%"
BOWIE_RESPONSE_TO_TAMOXIFEN,BOWIE_RESPONSE_TO_TAMOXIFEN,,18,0.629234,1.2797806,0.2905028,0.35802588,1,3998,"tags=83%, list=19%, signal=103%"
MURAKAMI_UV_RESPONSE_6HR_UP,MURAKAMI_UV_RESPONSE_6HR_UP,,34,0.39043218,1.2796904,0.18712273,0.35779515,1,3690,"tags=32%, list=18%, signal=39%"
MACLACHLAN_BRCA1_TARGETS_DN,MACLACHLAN_BRCA1_TARGETS_DN,,16,0.49518743,1.2796881,0.24855492,0.35744977,1,2529,"tags=44%, list=12%, signal=50%"
